Category,Brand,Description,Keyword,UPC,MSRP,Quantity,SKU,Color,Size,StyleNumber,StyleName,ParentCategory,Processed_Description,Category_Encoded,Predicted_Category
Snowboard Hardgoods - Boots - Men,Vans,Vans - Aura OG Snowboard Boots - Black/White - M's 11.5,Vans,192361760652,229.99,0,MAU206546575,Black/White,11.5,VN0A54FZ0BN,M AURA OG,Snowboard Hardgoods ,"['vans', 'aura', 'og', 'snowboard', 'boots', 'black/white', ""'s"", '11.5']",103,
Accessories - Winter - Gloves & Mittens,Burton,Burton - Warmest Mittens - Chambray Stripe - Kids XS,Burton,193177316392,64.95,0,KID40825950S,Chambray Stripe,XS,190551,Kids' Burton Warmest Mittens,Accessories ,"['burton', 'warmest', 'mittens', 'chambray', 'stripe', 'kids', 'xs']",16,
Clothing - Shoes - Mountain - Mens,FIVE TEN,Five Ten - Kestrel Pro Boa Clipless Shoe - Black/Grey/Red - M's 12.5,FIVE TEN,191529201754,200.0,1,51033205912,Black/Grey/Red,12.5,BC0635,5.10 KESTREL PRO BOA,Clothing ,"['five', 'ten', 'kestrel', 'pro', 'boa', 'clipless', 'shoe', 'black/grey/red', ""'s"", '12.5']",39,
Clothing - Winter - Outerwear - Mens,Burton,Burton - Formula Glove - True Black/Sunset - M's L,Burton,190450249460,34.95,0,MEN32239945L,True Black Sunset,L,131921,Men's Formula Glove,Clothing ,"['burton', 'formula', 'glove', 'true', 'black/sunset', ""'s"", 'l']",55,Accessories - Winter - Gloves & Mittens
Clothing - Winter - Street Wear - Mens,Burton,Burton - Hearth Fleece Pullover - Kelp - M's XXL,Burton,193177299664,109.95,0,MEN31125179L,Kelp,XXL,173501,Men's Hearth Fleece Pullover,Clothing ,"['burton', 'hearth', 'fleece', 'pullover', 'kelp', ""'s"", 'xxl']",65,Clothing - Winter - Street Wear - Mens
Snowboard Hardgoods - Boots - Women,Burton,Burton - Mint Boa Snowboard Boots -  Black - W's 9.5,Burton,190450209914,249.99,1,WOM249474645,Black,9.5,131771,Women's Mint Boa® Boot,Snowboard Hardgoods ,"['burton', 'mint', 'boa', 'snowboard', 'boots', 'black', 'w', ""'s"", '9.5']",104,
Ski Hardgoods - Boots - Women,Nordica,Nordica - HF 75 W Ski Boots - Black/Dark Purple - W's 25.5,Nordica,888341848167,549.99,0,HF7236924845,Black - Dark Purple,25.5,050K19003C2,HF 75 W,Ski Hardgoods ,"['nordica', 'hf', '75', 'w', 'ski', 'boots', 'black/dark', 'purple', 'w', ""'s"", '25.5']",86,Ski Hardgoods - Boots - Men
Accessories - Winter - Gloves & Mittens,Burton,Burton - Deluxe Goretex Glove - Ponderosa Pine - W's M,Burton,193177013482,84.95,0,WOM38516078M,Ponderosa Pine,M,190501,Women's Deluxe GORE‑TEX Glove,Accessories ,"['burton', 'deluxe', 'goretex', 'glove', 'ponderosa', 'pine', 'w', ""'s""]",16,
Clothing - Winter - Outerwear - Kids,Obermeyer,Obermeyer - Snoverall Pant - Baby Blues - Youth 8,Obermeyer,888555527179,89.5,0,SNO233435418,Baby Blues,8,55033,Snoverall Pant,Clothing ,"['obermeyer', 'snoverall', 'pant', 'baby', 'blues', 'youth', '8']",54,
Clothing - Winter - Outerwear - Mens,Burton,Burton - Crown Weatherproof Pullover Fleece - Martini Olive/Terra Camo - M's M,Burton,193177282192,89.95,0,MEN57479839M,Martini Olive Terra Camo,M,220241,Men's Crown Weatherproof Pullover Fleece,Clothing ,"['burton', 'crown', 'weatherproof', 'pullover', 'fleece', 'martini', 'olive/terra', 'camo', ""'s""]",55,
Clothing - Winter - Baselayer - Kids,Terramar,Terramar - Thermolator 2.0 Kids Pant - Dark Grey Melange - S,Terramar,721357414844,30.0,2,KPA19385501S,Dk Grey Melange,S,W7539,K PANT,Clothing ,"['terramar', 'thermolator', '2.0', 'kids', 'pant', 'dark', 'grey', 'melange']",49,Accessories - Winter - Gloves & Mittens
Snowboard Hardgoods - Bindings - Women,Union,Union - Rosa Snowbard Binding -  Mint W's  M,Union,810033086618,169.95,0,ROS8578094M,Min,M,3211208,Rosa,Snowboard Hardgoods ,"['union', 'rosa', 'snowbard', 'binding', 'mint', 'w', ""'s""]",96,
Clothing - Winter - Outerwear - Womens,Obermeyer,Keystone Pant Black 10,Obermeyer,888555572605,109.5,0,KEY196257670,Black,10,15111,Keystone Pant,Clothing ,"['keystone', 'pant', 'black', '10']",59,
Clothing - Jerseys,Oakley,Maven RC LS JERSEY BLACK FROG M,Oakley,193517714307,80.0,0,MAV25515383M,BLACK FROG,M,FOA404403,Maven RC LS JERSEY,Clothing ,"['maven', 'rc', 'ls', 'jersey', 'black', 'frog']",31,
X-Country Hardgoods - Boots,Alpina,Alpina BC 1550 XC Boot - Black/Silver - Size 40,Alpina,3838512978282,159.0,0,BC1193538560,Black/Silver,40,52531,BC 1550,Cross Country,"['alpina', 'bc', '1550', 'xc', 'boot', 'black/silver', 'size', '40']",106,X-Country Hardgoods - Boots
Snowboard Hardgoods - Boots - Men,Burton,Burton - Ruler BOA Snowboard Boots - Black - 11,Burton,190450211108,329.99,0,MEN235108511,Black,11,203171,Men's Ruler Boa® Boot,Snowboard Hardgoods ,"['burton', 'ruler', 'boa', 'snowboard', 'boots', 'black', '11']",103,Accessories - Winter - Gloves & Mittens
Accessories - Winter - Gloves & Mittens,Dakine,Dakine - Nova Mitt T1 - Black/Grey - S,Dakine,194626500805,50.0,0,DAK26369771S,BLACKGREY,S,10003977,DAKINE NOVA MITT T1,Accessories ,"['dakine', 'nova', 'mitt', 't1', 'black/grey']",16,
Clothing - Jerseys,Oakley,Oakley - FACTORY PILOT LITE MTB JERSEY II - UNIFORM GREY - XL,Oakley,193517720926,40.0,1,FAC40188038L,UNIFORM GREY,XL,FOA404496,FACTORY PILOT LITE MTB JERSEY II,Clothing ,"['oakley', 'factory', 'pilot', 'lite', 'mtb', 'jersey', 'ii', 'uniform', 'grey', 'xl']",31,
Accessories - Winter - Bags,Dakine,Padded Ski Sleeve - Cascade Camo - 175Cm,Dakine,194626414720,90.0,0,PAD31723599M,Cascade Camo,175CM,10001464,PADDED SKI SLEEVE,Accessories ,"['padded', 'ski', 'sleeve', 'cascade', 'camo', '175cm']",12,
Clothing - Shoes - Street and Casual,Salomon,Salomon - X Ultra 4 Mid GTX Shoe - Quartz/Black - W's 9.5,Salomon,193128938437,165.0,1,XUL17954715,Quartz/Black,9.5,L41624900,X ULTRA 4 MID GTX,Clothing ,"['salomon', 'x', 'ultra', '4', 'mid', 'gtx', 'shoe', 'quartz/black', 'w', ""'s"", '9.5']",41,
Accessories - Winter - Bags,Dakine,Padded Ski Sleeve Olive Ashcroft Camo 175Cm,Dakine,610934383256,90.0,0,PAD37521496M,Olive Ashcroft Camo,175CM,10001464,PADDED SKI SLEEVE,Accessories ,"['padded', 'ski', 'sleeve', 'olive', 'ashcroft', 'camo', '175cm']",12,Accessories - Winter - Bags
Accessories - Winter - Gloves & Mittens,Burton,Burton - Gore-tex Glove - True Black - M's XXL,Burton,190450567557,69.95,0,MEN27584769L,True Black,XL,103531,Men's GORE-TEX Glove,Accessories ,"['burton', 'gore-tex', 'glove', 'true', 'black', ""'s"", 'xxl']",16,
Accessories - Summer - Protective Wear,Dakine,Dakine - Slayer Knee Sleeve - Black - S,Dakine,610934324808,75.0,1,SLA22297662S,Black,S,10002774,SLAYER KNEE SLEEVE,Accessories ,"['dakine', 'slayer', 'knee', 'sleeve', 'black']",7,
Accessories - Winter - Socks,Locale Outdoor,First Tracks Merino Socks - Ski Navy Xs,Locale Outdoor,811110197692,27.95,10,FIR31421295S,Navy,XS,S_109,FIRST TRACKS MERINO SOCKS - SKI,Accessories ,"['first', 'tracks', 'merino', 'socks', 'ski', 'navy', 'xs']",20,
Ski Hardgoods - Bindings - AT,Salomon,Salomon - N S/Lab Shift MNC 13 AT Bindings - Black/Blue - Sh100,Salomon,193128290986,599.0,0,NSL292038610,Black,SH100,L4113030020,N S/LAB SHIFT MNC 13,Ski Hardgoods ,"['salomon', 'n', 's/lab', 'shift', 'mnc', '13', 'bindings', 'black/blue', 'sh100']",81,
Ski Hardgoods - Poles,Black Crows,Black Crows - Stans Poles - Black/Pink - 110,Black Crows,3662481052526,79.95,0,STA24740421M,Black/Pink,110 cm,101491,Stans Poles,Ski Hardgoods ,"['black', 'crows', 'stans', 'poles', 'black/pink', '110']",87,
Accessories - Winter - Gloves & Mittens,Dakine,Dakine - Team Maverick Gore-Tex Glove - Bryan Fox - L,Dakine,194626407463,95.0,0,TEA33316077L,Bryan Fox,L,10003545,TEAM MAVERICK GORE-TEX  GLOVE,Accessories ,"['dakine', 'team', 'maverick', 'gore-tex', 'glove', 'bryan', 'fox', 'l']",16,
Accessories - Winter - Gloves & Mittens,Dakine,Rambler Liner Olive Ashcroft Camo L,Dakine,610934362275,16.0,0,RAM30117620L,Olive Ashcroft Camo,L,10000734,RAMBLER LINER,Accessories ,"['rambler', 'liner', 'olive', 'ashcroft', 'camo', 'l']",16,Accessories - Winter - Gloves & Mittens
Accessories - Winter - Gloves & Mittens,Dakine,Dakine - Nova Glove - T1 - Black/Grey - L,Dakine,194626500683,50.0,2,DAK27189011L,BLACKGREY,L,10003976,DAKINE NOVA GLOVE T1,Accessories ,"['dakine', 'nova', 'glove', 't1', 'black/grey', 'l']",16,
Ski Hardgoods - Skis - Men,Salomon,Salomon - Stance 84 - 177cm,Salomon,193128612078,600.0,0,NST244182567,Grey,177,L41493500,N STANCE 84,Ski Hardgoods ,"['salomon', 'stance', '84', '177cm']",90,
Clothing - Socks,Stance,Light Wool Crew Blackred L,Stance,190107575867,24.99,0,LIG22663524L,BLACKRED,L,A448A24LIG,LIGHT WOOL CREW,Clothing ,"['light', 'wool', 'crew', 'blackred', 'l']",44,
Accessories - Winter - Boot Accessories,Dakine,Dakine - Boot Pack - 50L - Utility Green - OS,Dakine,194626496146,80.0,0,DAK38841664S,UTILITY GREENGREEN,OS,10001455,DAKINE BOOT PACK 50L T1,Accessories ,"['dakine', 'boot', 'pack', '50l', 'utility', 'green', 'os']",15,
Clothing - Winter - Outerwear - Womens,Armada,Armada - Brae Pants - Black - W's M,Armada,842339178353,149.94,0,BRA14711920M,Black,M,R00479,Brae Pant,Clothing ,"['armada', 'brae', 'pants', 'black', 'w', ""'s""]",59,
Clothing - Winter - Outerwear - Kids,Obermeyer,Obermeyer - Volt Pant - Black - Youth 7,Obermeyer,888555478709,89.5,0,VOL14894487,Black,7,65027,Volt Pant,Clothing ,"['obermeyer', 'volt', 'pant', 'black', 'youth', '7']",54,
Ski Hardgoods - Skis - Men,Saloman,STANCE 90 ALL MOUNTAIN BLACK / NEON CORAL / SATELLITE 182,Saloman,195751309448,699.95,1,STA453495992,Black / Neon Coral / Satellite,182,L47227000+,STANCE 90,Ski Hardgoods ,"['stance', '90', 'mountain', 'black', 'neon', 'coral', 'satellite', '182']",90,
Ski Hardgoods - Skis,Armada,Armada - ARW 94 - 171cm,Armada,842339222032,649.95,1,WOM187505961,Multi,171,RA0000540,ARW 94,Ski Hardgoods ,"['armada', 'arw', '94', '171cm']",88,
Accessories - Winter - Gloves & Mittens,Dakine,Bronco Gore-Tex Glove Spice  Black L,Dakine,610934360691,70.0,0,BRO29648157L,Spice / Black,L,10003131,BRONCO GORE-TEX GLOVE,Accessories ,"['bronco', 'gore-tex', 'glove', 'spice', 'black', 'l']",16,
Snowboard Hardgoods - Boots - Men,Salomon,Salomon - Faction BOA Snowboard Boots - Black/White - M's 26.5,Salomon,193128666057,229.95,0,FAC289223775,Black,26.5,L41342400,FACTION BOA,Snowboard Hardgoods ,"['salomon', 'faction', 'boa', 'snowboard', 'boots', 'black/white', ""'s"", '26.5']",103,
Accessories - Winter - Gloves & Mittens,Burton,Burton - Support Glove - True Black - M's XS,Burton,632059420500,79.95,0,MEN27695018S,True Black,XS,103451,Men's Support Glove,Accessories ,"['burton', 'support', 'glove', 'true', 'black', ""'s"", 'xs']",16,
Ski Hardgoods - Boots - Men,Fischer,Fischer - RC One X 90 Ski Boots - Black/Yellow - 28.5,Fischer,9002972517044,349.99,0,RCO328004095,Black/Yellow,28.5,U30420,RC ONE X 90 BLACK/BLACK/BLACK/YELLOW,Ski Hardgoods ,"['fischer', 'rc', 'one', 'x', '90', 'ski', 'boots', 'black/yellow', '28.5']",85,X-Country Hardgoods - Boots
Accessories - Winter - Helmets,Smith Optics,Smith - Vantage MIPS - Matte Terra - Large (59-63cm),Smith Optics,716736826431,270.0,1,VAN26675123E,Matte Terra,Large,E00675,Vantage MIPS,Accessories ,"['smith', 'vantage', 'mips', 'matte', 'terra', 'large', '59-63cm']",19,
Clothing - Socks,Stance,Stance - Thrive Crew Socks - Offwhite - M,Stance,190107476386,14.99,0,THR19146197M,Offwhite,M,W545C21THR,THRIVE CREW,Clothing ,"['stance', 'thrive', 'crew', 'socks', 'offwhite']",44,
Logo Merchandise,Rock Canyon,Rock Canyon - Sunlight Mtn Car Logo - LST- Indigo - M,Rock Canyon,850011260692,27.99,9,ROC38381991M,Indigo,M,6211-Indigo-M,CvC Long Sleeve,Logo Merchandise,"['rock', 'canyon', 'sunlight', 'mtn', 'car', 'logo', 'lst-', 'indigo']",69,
Clothing - Winter - Outerwear - Mens,Obermeyer,Obermeyer - Orion Pant - Black - M's L,Obermeyer,888555514698,189.0,0,ORI15332835L,Black,L,25007,Orion Pant,Clothing ,"['obermeyer', 'orion', 'pant', 'black', ""'s"", 'l']",55,
Accessories - Winter - Goggles,Smith Optics,"Smith - I/O MAG XL Goggles - Sandstorm Mind Expanders, ChromaPop Sun Black ",Smith Optics,716736828114,270.0,1,IOM48887535S,Sandstorm Mind Expanders | ChromaPop Sun Black,OS,M00713,I/O MAG XL,Accessories ,"['smith', 'i/o', 'mag', 'xl', 'goggles', 'sandstorm', 'mind', 'expanders', 'chromapop', 'sun', 'black']",17,
Accessories - Winter - Goggles,Smith Optics,"Smith - 4D MAG Goggles - Gold Bar, ChromaPop Sun/Black Mirror",Smith Optics,716736828251,320.0,1,4DM31271124S,Gold Bar | ChromaPop Sun Black,OS,M00732,4D MAG,Accessories ,"['smith', '4d', 'mag', 'goggles', 'gold', 'bar', 'chromapop', 'sun/black', 'mirror']",17,
Accessories - Winter - Apres & Casual Footwear,Vans,U Mountain Mule Mte  Blackgum 13,Vans,192361770132,69.95,0,UMO264247863,Black/Gum,13,VN0A54FOB9M,U MOUNTAIN MULE MTE,Accessories ,"['u', 'mountain', 'mule', 'mte', 'blackgum', '13']",11,
Accessories - Winter - Socks,Stance,Stance - The Office Intro Socks - Black - L,Stance,190107521840,16.9899,0,THE21172307L,BLACK,L,A556D22THE,THE OFFICE INTRO,Accessories ,"['stance', 'office', 'intro', 'socks', 'black', 'l']",20,Accessories - Winter - Socks
Accessories - Winter - Socks,Stance,Stance - Chin Valley Socks - Blue - M,Stance,190107504027,29.99,0,CHI16322818M,BLUE,M,A758C22CHI,CHIN VALLEY,Accessories ,"['stance', 'chin', 'valley', 'socks', 'blue']",20,
Clothing - Winter - Street Wear - Mens,Quiksilver,Quiksilver - Big Logo Tech Hoodie - True Black - L,Quiksilver,197095014361,75.95,0,MEN37809917L,True Black,L,EQYFT04786-KVJ0,BIG LOGO TECH  OTLR KVJ0,Clothing ,"['quiksilver', 'big', 'logo', 'tech', 'hoodie', 'true', 'black', 'l']",65,
Accessories - Summer - Clothing - Shoes - Street,Vans,Vans - BMX Sk8-Hi Shoes - Black/Grey/White - M's 12,Vans,195437385544,85.0,0,MBM288154492,(9Bg) Black/Gray/White,12,VN0A5JIQ9BG,M BMX SK8-HI,Accessories ,"['vans', 'bmx', 'sk8-hi', 'shoes', 'black/grey/white', ""'s"", '12']",3,
Snowboard Hardgoods - Boots,Vans,Vans - Invado OG - Caviar - M's 12,Vans,196573286689,219.99,0,MEN22953881M,CAVIAR,12,VN0A54FMKS71,M INVADO OG,Snowboard Hardgoods ,"['vans', 'invado', 'og', 'caviar', ""'s"", '12']",101,
Accessories - Winter - Socks,Stance,Stance - The Chair Socks - Purple - M,Stance,190107521338,19.9899,0,THE16208813M,PURPLE,M,A555D22THC,THE CHAIR,Accessories ,"['stance', 'chair', 'socks', 'purple']",20,
Accessories - Winter - Gloves & Mittens,Armada,Armada - Throttle Gloves - Graphite - L,Armada,842339161096,44.95,0,THR26861950E,Graphite,Large,R00412030,Throttle Glove,Accessories ,"['armada', 'throttle', 'gloves', 'graphite', 'l']",16,Accessories - Winter - Gloves & Mittens
Ski Hardgoods - Bindings - Alpine,Head - Tyrolia,Tyrolia - Attack 14 GW Bindings - Solid Black - 110[A] ,Head - Tyrolia,8466144306,249.0,1,ATT29570922K,Solid Black,110,114430,ATTACK 14 GW BR.110[A]s.bk,Ski Hardgoods ,"['tyrolia', 'attack', '14', 'gw', 'bindings', 'solid', 'black', '110']",82,
Accessories - Winter - Gloves & Mittens,Armada,Armada - Capital Mitt - Camo - W's S,Armada,842339157822,69.95,0,CAP20183487L,Camo,Small,R00413010,Capital Mitt,Accessories ,"['armada', 'capital', 'mitt', 'camo', 'w', ""'s""]",16,
Bikes - Mountain - Hardtail,TREK,Marlin 6 ML 29 Rage Red To Dnister Black Fade,TREK,601842581537,829.99,0,5259603,Rage Red To Dnister Black Fade,ML,2016600,MARLIN 6,Bikes ,"['marlin', '6', 'ml', '29', 'rage', 'red', 'dnister', 'black', 'fade']",26,
Clothing - Winter - Baselayer - Mens,Burton,Burton - Lightweight X Base Layer - True Black - M's L ,Burton,193177004749,54.95,0,MEN35809621L,True Black,L,221761,Men's Lightweight X Base Layer,Clothing ,"['burton', 'lightweight', 'x', 'base', 'layer', 'true', 'black', ""'s"", 'l']",50,
Ski Hardgoods - Bindings,Armada,Armada - N Strive 12 GW Ski Bindings - Black - L100,Armada,842339208517,229.95,0,NST204554060,Black,L100,RD0000078,N STRIVE 12 GW,Ski Hardgoods ,"['armada', 'n', 'strive', '12', 'gw', 'ski', 'bindings', 'black', 'l100']",80,
Accessories - Winter - Socks,Fox River,Fox River Mills - Sugarloaf LW OTC Sock - Black - W's Small,Fox River,087839137473,15.99,0,SUG21873536M,Black,Small,5517,Sugarloaf LW OTC,Accessories ,"['fox', 'river', 'mills', 'sugarloaf', 'lw', 'otc', 'sock', 'black', 'w', ""'s"", 'small']",20,
Accessories - Summer - Clothing - Shoes - Street,Vans,Vans - BMX Old Skool Shoes - Black/Grey/White - M's 8.5,Vans,195437384950,75.0,0,MBM319642545,(9Bg) Black/Gray/White,8.5,VN0A5JIP9BG,M BMX OLD SKOOL,Accessories ,"['vans', 'bmx', 'old', 'skool', 'shoes', 'black/grey/white', ""'s"", '8.5']",3,Accessories - Winter - Apres & Casual Footwear
Snowboard Hardgoods - Boots - Men,Burton,Burton - Step On ReFlex Snowboard Bindings - Black - M's L,Burton,193177348119,299.95,3,MEN39939758L,Black,L,172831,Men's Step On® Re:Flex Snowboard Bindings,Snowboard Hardgoods ,"['burton', 'step', 'reflex', 'snowboard', 'bindings', 'black', ""'s"", 'l']",103,
Clothing - Shoes - Mountain - Mens,FIVE TEN,Five Ten - Hellcat Pro Clipless Shoe - Black/Red - M's 13,FIVE TEN,194814195004,180.0,0,HEL278780693,"Red,Cblack,Cblack",13,FW3752,HELLCAT PRO,Clothing ,"['five', 'ten', 'hellcat', 'pro', 'clipless', 'shoe', 'black/red', ""'s"", '13']",39,
Clothing - Winter - Baselayer - Kids,Airblaster,Airblaster - Youth Ninja Suit - Smile - S,Airblaster,847678211969,100.0,0,YOU18207980S,YEL,S,AB24KNJ1_002,YOUTH NINJA SUIT,Clothing ,"['airblaster', 'youth', 'ninja', 'suit', 'smile']",49,
Snowboard Hardgoods - Boards - Men,Yes.,Yes - 420 Snowboard - Railband Blocks - M's 148,Yes.,7640414096010,499.95,0,4202026378,Railband Blocks,148,Y.21.SNM,420,Snowboard Hardgoods ,"['yes', '420', 'snowboard', 'railband', 'blocks', ""'s"", '148']",99,Snowboard Hardgoods - Boots - Men
Snowboard Hardgoods - Boots - Men,Burton,Burton - Step On Genesis Snowboard Bindings - Black - M's M,Burton,193177359412,379.95,0,MEN40293930M,Black,M,229601,Men's Step On® Genesis Snowboard Bindings,Snowboard Hardgoods ,"['burton', 'step', 'genesis', 'snowboard', 'bindings', 'black', ""'s""]",103,
"Accessories - Winter - Hats, Hoods, Collars",Airblaster,Airblaster - Commodity Beanie - Mallard - OSFA,Airblaster,847678217558,25.0,0,COM20598734S,MAL,OS,AB24BEA_05,COMMODITY BEANIE,Accessories ,"['airblaster', 'commodity', 'beanie', 'mallard', 'osfa']",18,
Accessories - Winter - Gloves & Mittens,Dakine,Dakine - Nova Glove T1 - Vintage Camotan - M,Dakine,194626500591,50.0,1,DAK32174846M,VINTAGE CAMOTAN,M,10003976,DAKINE NOVA GLOVE T1,Accessories ,"['dakine', 'nova', 'glove', 't1', 'vintage', 'camotan']",16,
Accessories - Winter - Gloves & Mittens,Burton,Burton - Profile Gloves - True Black - Kids' S,Burton,193177314336,34.95,0,KID27794029S,True Black,S,151871,Kids' Profile Gloves,Accessories ,"['burton', 'profile', 'gloves', 'true', 'black', 'kids']",16,
Accessories - Summer - Helmets,Oakley,Oakley - DRT5 Maven Helmet - Matte Black - L,Oakley,193517777661,205.0,0,DRT9591568N,MATTE BLACK,L,FOS900925,DRT5 MAVEN,Accessories ,"['oakley', 'drt5', 'maven', 'helmet', 'matte', 'black', 'l']",5,
Accessories - Winter - Helmets,Smith Optics,Smith - Method MIPS - Matte Bone - Large (59-63cm),Smith Optics,716736825670,140.0,2,MET24412913E,Matte Bone,Large,E00542,Method MIPS,Accessories ,"['smith', 'method', 'mips', 'matte', 'bone', 'large', '59-63cm']",19,Accessories - Winter - Helmets
Accessories - Winter - Apres & Casual Footwear,Vans,Vans - Standard MTE Snow Boots - Black/White - 9.5,Vans,195440311554,160.0,0,UST319568855,(Y28) Black/White,9.5,VN0A5JI1Y28,U STANDARD SNOW MTE,Accessories ,"['vans', 'standard', 'mte', 'snow', 'boots', 'black/white', '9.5']",11,
Accessories - Winter - Helmets,Oakley,Oakley - MOD1 Mips - Blackout - S,Oakley,190645930241,135.0,0,OAK23430029S,Blackout,S,02ES,MOD1 MIPS,Accessories ,"['oakley', 'mod1', 'mips', 'blackout']",19,
Clothing - Winter - Outerwear - Womens,Burton,Burton - Prowess Jacket - Keef/Martini Olive/Creme Brulee - W's L ,Burton,190450976014,259.95,0,WOM47192396L,Keef/Martini Olive/Creme Brulee,L,100831,Women's Prowess Jacket,Clothing ,"['burton', 'prowess', 'jacket', 'keef/martini', 'olive/creme', 'brulee', 'w', ""'s"", 'l']",59,
Clothing - Jerseys,Oakley,Oakley - Maven RC SS JERSEY - BLACK FROG - XL,Oakley,193517714000,70.0,1,MAV26247621L,BLACK FROG,XL,FOA404400,Maven RC SS JERSEY,Clothing ,"['oakley', 'maven', 'rc', 'ss', 'jersey', 'black', 'frog', 'xl']",31,
Clothing - Jerseys,Oakley,Oakley - FACTORY PILOT MTB LS JERSEY II - UNIFORM GREY - M,Oakley,193517721084,60.0,1,FAC37618153M,UNIFORM GREY,M,FOA404497,FACTORY PILOT MTB LS JERSEY II,Clothing ,"['oakley', 'factory', 'pilot', 'mtb', 'ls', 'jersey', 'ii', 'uniform', 'grey']",31,
Ski Hardgoods - Poles,Salomon,Kaloo Junior Blue   105,Salomon,889645653242,25.0,0,KAL188057085,Blue,105,L40559800,KALOO JUNIOR,Ski Hardgoods ,"['kaloo', 'junior', 'blue', '105']",87,Accessories - Winter - Socks
Clothing - Winter - Outerwear - Womens,Armada,Barrena Insulated Jacket Steel Medium,Armada,842339160457,269.95,0,BAR33769428M,Steel,Medium,R00380020,Barrena Insulated Jacket,Clothing ,"['barrena', 'insulated', 'jacket', 'steel', 'medium']",59,Clothing - Winter - Outerwear - Mens
Accessories - Winter - Apres & Casual Footwear,Vans,U Standard Mid Mte  Canteenblack 8.5,Vans,192361766531,129.95,0,UST296147125,Canteen/Black,8.5,VN0A54FU0CP,U STANDARD MID MTE,Accessories ,"['u', 'standard', 'mid', 'mte', 'canteenblack', '8.5']",11,
Accessories - Winter - Helmets,Smith Optics,Smith - Mission MIPS - Matte Midnight Navy - Medium (55-59cm),Smith Optics,716736826851,140.0,1,MIS34161606M,Matte Midnight Navy,Medium,E00697,Mission MIPS,Accessories ,"['smith', 'mission', 'mips', 'matte', 'midnight', 'navy', 'medium', '55-59cm']",19,
